Identifiant,"Date (AAAA/MM/JJ)",Heure,Nom,"Région épicentrale",Choc,"X RGF93/L93","Y RGF93/L93","Latitude en WGS 84","Longitude en WGS 84","Intensité épicentrale","Qualité intensité épicentrale"
520031,1862/04/17,"8 h 10 min","PLAINE DE HAUTE-BOURGOGNE (SELONGEY)",BOURGOGNE,,862839.00,6722562.66,47.58,5.17,5,"ASSEZ SURE"
520032,1862/04/19,"4 h","PLATEAU DE HAUTE-SAONE (BOURBONNE-LES-BAINS)",CHAMPAGNE,REPLIQUE,894664.47,6745753.93,47.78,5.60,3,"INFORMATION ISOLÉE"
150017,1862/07/10,"20 h 35 min","PLANEZE (ST-FLOUR)",AUVERGNE,,707875.25,6437126.08,45.03,3.10,5,"INFORMATION ISOLÉE"
440032,1862/07/22,"9 h 30 min","PAYS DE NANTES (NANTES)","PAYS NANTAIS ET VENDEEN",,355838.71,6689515.23,47.22,-1.55,4,"ASSEZ SURE"
660031,1862/09/27,"2 h 30 min","PLAINE DU ROUSSILLON (PERPIGNAN)","PYRENEES ORIENTALES",,697266.27,6179675.96,42.72,2.97,4.5,INCERTAINE
650106,1862/10/26,"0 h 30 min","BIGORRE (LOURDES)","PYRENEES CENTRALES",,451569.12,6227100.97,43.10,-0.05,6,INCERTAINE
40042,1862/11/18,"7 h","PLATEAU DE VALENSOLE (GREOUX-LES-BAINS)","ALPES PROVENCALES",,932223.95,6298793.33,43.75,5.88,5,INCERTAINE
300017,1862/11/21,"23 h 20 min","GARRIGUES (NIMES)",CEVENNES,,809930.20,6304764.84,43.83,4.37,3,"INFORMATION ISOLÉE"
40043,1863/02/04,"2 h 20 min","PREALPES DE DIGNE (DIGNE)","ALPES PROVENCALES",,958806.03,6338743.55,44.10,6.23,3.5,"INFORMATION ISOLÉE"
390010,1863/02/13,"3 h 50 min","PLATEAUX JURASSIENS (SALINS-LES-BAINS)",FRANCHE-COMTE,"GROUPE DE SECOUSSES D UN ESSAIM",920583.18,6652177.34,46.93,5.90,5,"ASSEZ SURE"
40044,1863/06/09,"21 h 58 min","MOYENNE-DURANCE (BEYNES)","ALPES PROVENCALES",,958000.68,6325736.99,43.98,6.22,7,INCERTAINE
730104,1863/06/23,"1 h 30 min","TARENTAISE (MOUTIERS)","ALPES SAVOYARDES",PRECURSEUR,975930.38,6493271.86,45.48,6.53,5,"INFORMATION ISOLÉE"
520034,1863/08/15,"14 h 20 min","PLATEAU DE HAUTE-SAONE (BOURBONNE-LES-BAINS)",CHAMPAGNE,,905245.87,6764642.05,47.95,5.75,3,INCERTAINE
630046,1863/09/18,"18 h 20 min","MONTS-DORE (LE MONT-DORE)",AUVERGNE,"GROUPE DE SECOUSSES D UN ESSAIM",685699.60,6496368.41,45.57,2.82,5,INCERTAINE
630047,1863/09/19,"19 h 15 min","MONTS-DORE (LE MONT-DORE)",AUVERGNE,"GROUPE DE SECOUSSES D UN ESSAIM",685699.60,6496368.41,45.57,2.82,5,"ASSEZ SURE"
760044,1863/10/04,"15 h 10 min","BASSE-VALLEE DE LA SEINE (ANNEVILLE)",NORMANDIE,,546529.56,6931753.76,49.47,0.88,5,"ASSEZ SURE"
840055,1863/12/08,"3 h 50 min","COMTAT (L'ISLE-SUR-LA-SORGUE)",VAUCLUSE,,861920.77,6316993.28,43.93,5.02,6,"ASSEZ SURE"
840057,1863/12/25,"22 h","COMTAT (L'ISLE-SUR-LA-SORGUE)",VAUCLUSE,REPLIQUE,870047.29,6313500.87,43.90,5.12,5.5,"INFORMATION ISOLÉE"
410003,1864/07/16,"9 h 10 min","VALLEE DU LOIR (VENDOME)","ORLEANAIS-BLESOIS-PAYS CHARTRAIN",,565135.19,6740382.49,47.75,1.20,5,"ASSEZ SURE"
160004,1864/12/04,"19 h 30 min","ANGOUMOIS (ST-AMAND-DE-BOIXE)",CHARENTES,,482426.52,6522420.09,45.77,0.20,4,INCERTAINE
260062,1865/01/04,,"PLAINE DE VALENCE (GRANE)",DAUPHINE,,851736.20,6405642.09,44.73,4.92,5,"INFORMATION ISOLÉE"
640254,1865/01/29,"2 h","BIGORRE (ST-PE-DE-BIGORRE)","PYRENEES CENTRALES",,446141.70,6227313.01,43.10,-0.12,5,ARBITRAIRE
730112,1865/03/27,"1 h","TARENTAISE (MOUTIERS)","ALPES SAVOYARDES","GROUPE DE SECOUSSES D UN ESSAIM",973739.08,6483910.52,45.40,6.50,5,"ASSEZ SURE"
670138,1865/06/12,"4 h 45 min","PLAINE DE BASSE-ALSACE (BISCHWILLER)",ALSACE,,1057475.46,6862860.16,48.77,7.87,3.5,"INFORMATION ISOLÉE"
730113,1865/09/23,"0 h 53 min","TARENTAISE (MOUTIERS)","ALPES SAVOYARDES",,977314.28,6491481.29,45.47,6.55,4,INCERTAINE
250009,1865/10/23,"7 h 15 min","AVANT-PAYS JURASSIEN (BESANCON)",FRANCHE-COMTE,,929369.20,6687705.52,47.25,6.03,4.5,"INFORMATION ISOLÉE"
740032,1865/12/25,"22 h","CHABLAIS (LE BIOT)","ALPES SAVOYARDES",,979733.00,6580524.38,46.27,6.63,5,"INFORMATION ISOLÉE"
40045,1866/05/19,"9 h 12 min","LARAGNE (LA MOTTE-DU-CAIRE)","ALPES PROVENCALES",,941738.84,6365862.51,44.35,6.03,7.5,"ASSEZ SURE (SPONHEUER)"
30004,1866/06/29,"22 h 10 min","HAUTE-MARCHE (MONTLUCON)",BOURBONNAIS,"GROUPE DE SECOUSSES D UN ESSAIM",669230.47,6581568.87,46.33,2.60,4,"INFORMATION ISOLÉE"
790012,1866/09/01,"20 h 30 min","GATINE (ST-MAIXENT-L'ECOLE)",POITOU,,454285.02,6595725.02,46.42,-0.20,5.5,INCERTAINE
360034,1866/09/13,"23 h","BRENNE (AZAY-LE-FERRON)",BERRY,PRECURSEUR,600886.80,6635984.66,46.82,1.70,3,"INFORMATION ISOLÉE"
360014,1866/09/14,"5 h 10 min","BRENNE (AZAY-LE-FERRON)",BERRY,,562856.41,6640434.06,46.85,1.20,7,SURE
170055,1866/09/23,"23 h","SAINTONGE (ST-JEAN-D'ANGELY)",CHARENTES,,425891.06,6533950.10,45.85,-0.53,5.5,"INFORMATION ISOLÉE"
650108,1866/12/11,"10 h 45 min","BIGORRE (ST-PE-DE-BIGORRE)","PYRENEES CENTRALES",,442071.27,6227475.04,43.10,-0.17,5,"INFORMATION ISOLÉE"
650498,1867/05/09,"8 h 50 min","BIGORRE (BAGNERES)","PYRENEES CENTRALES",,467718.61,6222788.66,43.07,0.15,5,"INFORMATION ISOLÉE"
650109,1867/05/17,"0 h 12 min","BIGORRE ?","PYRENEES CENTRALES",,,,,,6,ARBITRAIRE
610007,1867/10/13,"19 h 15 min","BOCAGE NORMAND (PASSAIS)",NORMANDIE,,421928.22,6830680.54,48.52,-0.77,3.5,INCERTAINE
610013,1867/12/06,"1 h 30 min","COLLINES NORMANDES (DOMFRONT)",NORMANDIE,,430962.91,6839530.00,48.60,-0.65,3.5,"INFORMATION ISOLÉE"
690009,1867/12/27,"20 h 15 min","LYONNAIS (LYON)",FOREZ-LYONNAIS,,841223.48,6518335.86,45.75,4.82,4,"ASSEZ SURE"
850012,1867/12/30,"20 h","BOCAGE VENDEEN (CHAVAGNES-EN-PAILLERS)","PAYS NANTAIS ET VENDEEN",,373981.58,6651417.61,46.88,-1.28,4,"ASSEZ SURE"
230004,1868/02/12,"20 h 50 min","HAUTE-MARCHE (GUERET)",LIMOUSIN,,612556.67,6563609.88,46.17,1.87,3.5,"INFORMATION ISOLÉE"
130053,1868/03/23,"20 h 30 min","CAMARGUE (ARLES)",PROVENCE,,839460.03,6303492.23,43.82,4.73,5,ARBITRAIRE
560009,1868/04/04,"1 h 40 min","PENTHIEVRE (LAMBALLE ?)",BRETAGNE,,310476.05,6842641.53,48.57,-2.28,5,INCERTAINE
560010,1868/04/28,"7 h 20 min","CORNOUAILLE (PONT-AVEN ?)",BRETAGNE,,204005.73,6765246.17,47.80,-3.63,5,ARBITRAIRE
650110,1868/05/05,"21 h","BIGORRE (TARBES)","PYRENEES CENTRALES",,461618.05,6241554.20,43.23,0.07,4,"INFORMATION ISOLÉE"
650111,1868/07/19,"2 h 45 min","LAVEDAN (CAUTERETS)","PYRENEES CENTRALES",PRECURSEUR,445191.03,6203239.95,42.88,-0.12,4.5,"INFORMATION ISOLÉE"
650112,1868/07/19,"3 h 15 min","LAVEDAN (CAUTERETS)","PYRENEES CENTRALES",,445191.03,6203239.95,42.88,-0.12,5.5,INCERTAINE
430014,1868/08/05,"5 h 20 min","VELAY (LE PUY)",AUVERGNE,,769563.22,6437510.19,45.03,3.88,5,INCERTAINE
860014,1869/05/23,"1 h 50 min","GATINE (S-E. PARTHENAY ?)",POITOU,,457585.23,6614116.15,46.58,-0.17,5.5,ARBITRAIRE
650113,1869/09/11,"5 h 5 min","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,456506.73,6213930.79,42.98,0.02,5,INCERTAINE
380032,1869/11/12,"0 h 2 min","GRESIVAUDAN (DOMENE)",DAUPHINE,,922420.11,6459622.26,45.20,5.83,4,INCERTAINE
650114,1870/01/15,"2 h 15 min","HAUT-COMMINGES (LUCHON)","PYRENEES CENTRALES",,499618.28,6199466.19,42.87,0.55,7,INCERTAINE
130054,1870/01/18,"2 h 50 min","MEDITERRANEE (S-W. MARSEILLE)",PROVENCE,,839331.26,6184882.54,42.75,4.70,7.5,ARBITRAIRE
90009,1870/01/20,"21 h 38 min","COUSERANS (VICDESSOS)","PYRENEES CENTRALES",,577093.76,6186403.69,42.77,1.50,5.5,INCERTAINE
90010,1870/01/21,"1 h 58 min","COUSERANS (VICDESSOS)","PYRENEES CENTRALES",REPLIQUE,579824.67,6186352.39,42.77,1.53,5,INCERTAINE
90011,1870/01/21,"4 h","COUSERANS (VICDESSOS)","PYRENEES CENTRALES",REPLIQUE,579824.67,6186352.39,42.77,1.53,5,INCERTAINE
90012,1870/01/21,"5 h","COUSERANS (SIGUER)","PYRENEES CENTRALES",REPLIQUE,582555.67,6186302.23,42.77,1.57,3,"INFORMATION ISOLÉE"
350021,1870/03/26,"3 h 30 min","PAYS MALOUIN (ST-MALO)",BRETAGNE,,329517.24,6889676.89,49.00,-2.07,4,INCERTAINE
560011,1870/04/11,"17 h 30 min","PLATEAUX BRETONS (QUENECAN)",BRETAGNE,,250794.29,6804214.46,48.18,-3.05,5,INCERTAINE
710006,1871/09/12,"7 h 35 min","MONTS DU CHALONNAIS (JONCY)",BOURGOGNE,,819955.82,6610444.71,46.58,4.57,5,"ASSEZ SURE"
180009,1872/01/13,"9 h","VAL DE GERMIGNY (ST-AMAND-MONTROND)",BERRY,,661819.47,6626034.40,46.73,2.50,4.5,"ASSEZ SURE"
260063,1872/06/20,,"TRICASTIN (LA GARDE-ADHEMAR)",DAUPHINE,"GROUPE DE SECOUSSES D UN ESSAIM",839364.53,6368317.68,44.40,4.75,6.5,"INFORMATION ISOLÉE"
140027,1872/08/22,"3 h 7 min","BOGAGE VIROIS (VIRE)",NORMANDIE,,415144.09,6868112.35,48.85,-0.88,3.5,"INFORMATION ISOLÉE"
40047,1872/12/02,"16 h 38 min","PREALPES DE DIGNE (DIGNE)","ALPES PROVENCALES",,958806.03,6338743.55,44.10,6.23,5,"INFORMATION ISOLÉE"
130147,1872/12/03,"20 h","BASSE-PROVENCE (GREASQUE)",PROVENCE,,906583.40,6260841.78,43.42,5.55,4,"ASSEZ SURE"
150018,1873/02/15,"22 h 45 min","MASSIF DU CANTAL (MURAT)",AUVERGNE,,689515.33,6446385.24,45.12,2.87,5,"INFORMATION ISOLÉE"
380121,1873/05,,"GRESIVAUDAN (PONTCHARRA)",DAUPHINE,,935815.52,6486049.67,45.43,6.02,5,"INFORMATION ISOLÉE"
260065,1873/07/14,"23 h 45 min","TRICASTIN (CHATEAUNEUF-DU-RHONE)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",836549.42,6375663.55,44.47,4.72,5,INCERTAINE
260069,1873/07/19,"3 h 50 min","TRICASTIN (CHATEAUNEUF-DU-RHONE)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",836549.42,6375663.55,44.47,4.72,7,INCERTAINE
430022,1873/07/19,"2 h","VELAY (LE PUY)",AUVERGNE,,769542.52,6439361.17,45.05,3.88,3,"INFORMATION ISOLÉE"
260080,1873/08/08,"3 h","TRICASTIN (CHATEAUNEUF-DU-RHONE)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",839282.47,6372019.69,44.43,4.75,7,INCERTAINE
20006,1873/08/29,"9 h 21 min","NOYONNAIS (CHAUNY)",PICARDIE,,716865.18,6948267.03,49.63,3.23,4,"ASSEZ SURE"
260088,1873/09/04,,"TRICASTIN (CHATEAUNEUF-DU-RHONE)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",840484.52,6377602.16,44.48,4.77,4.5,SURE
250010,1873/11/10,"19 h 30 min","JURA (ORNANS)",FRANCHE-COMTE,,938851.01,6671402.77,47.10,6.15,4.5,"INFORMATION ISOLÉE"
650120,1873/11/26,"4 h 33 min","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,467584.86,6219084.76,43.03,0.15,7,SURE
170057,1874/04/15,"6 h 30 min","SAINTONGE (JONZAC)",CHARENTES,,431713.07,6489229.10,45.45,-0.43,4.5,"ASSEZ SURE"
560014,1874/06,,"VANNETAIS (LORIENT)",BRETAGNE,,223453.58,6758067.41,47.75,-3.37,4,"INFORMATION ISOLÉE"
640263,1874/06/10,"21 h 30 min","BEARN (OLORON-SAINTE-MARIE)","PYRENEES OCCIDENTALES",,408155.28,6228925.56,43.10,-0.58,4.5,ARBITRAIRE
490103,1874/12/04,"10 h 45 min","MAUGES (THOUARCE)",ANJOU,,426549.65,6689562.81,47.25,-0.62,5,INCERTAINE
650174,1874/12/11,"4 h 34 min","BIGORRE (LA MONGIE)","PYRENEES CENTRALES",,468478.08,6206071.59,42.92,0.17,4,INCERTAINE
650175,1874/12/14,"20 h 22 min","BIGORRE (LA MONGIE)","PYRENEES CENTRALES",REPLIQUE,468478.08,6206071.59,42.92,0.17,3,INCERTAINE
680050,1875/01/01,"4 h","SUNDGAU (ALTKIRCH)",ALSACE,,1020651.75,6727142.09,47.57,7.27,5,"ASSEZ SURE"
230005,1875/09/09,"2 h","HAUTE-MARCHE (GUERET)",LIMOUSIN,"GROUPE DE SECOUSSES D UN ESSAIM",612556.67,6563609.88,46.17,1.87,4.5,"INFORMATION ISOLÉE"
730115,1875/10/14,"9 h 30 min","TARENTAISE (MOUTIERS)","ALPES SAVOYARDES",,977314.28,6491481.29,45.47,6.55,5,"ASSEZ SURE"
70013,1875/11/07,"2 h","HAUT-VIVARAIS (LAMASTRE)",CEVENNES,,824794.41,6432819.08,44.98,4.58,4.5,"INFORMATION ISOLÉE"
500030,1876/02/06,"18 h 15 min","BOCAGE NORMAND (COUTANCES)",NORMANDIE,,374871.06,6892511.21,49.05,-1.45,4,"INFORMATION ISOLÉE"
730116,1876/02/10,"3 h","CLUSE DE CHAMBERY (CHAMBERY)","ALPES SAVOYARDES",,927455.23,6500553.09,45.57,5.92,4.5,"INFORMATION ISOLÉE"
60134,1876/02/23,"2 h 30 min","COTE D'AZUR (ANTIBES)","ALPES MARITIMES",,1032445.51,6284698.32,43.58,7.12,4,"INFORMATION ISOLÉE"
400002,1876/03/10,"17 h 10 min","MARENSIN (ST-MARTIN-DE-HINX)",GASCOGNE,"GROUPE DE SECOUSSES D UN ESSAIM",355452.68,6285341.34,43.58,-1.27,3,"INFORMATION ISOLÉE"
380034,1876/04/24,"3 h","BAS-PLATEAUX DAUPHINOIS (ST-MARCELLIN)",DAUPHINE,,883291.52,6454637.75,45.17,5.33,4,"INFORMATION ISOLÉE"
40049,1876/09/20,"7 h","PREALPES DE DIGNE (DIGNE)","ALPES PROVENCALES",,958806.03,6338743.55,44.10,6.23,5.5,"INFORMATION ISOLÉE"
790037,1876/11/13,"17 h 30 min","BOCAGE VENDEEN (BRESSUIRE)",POITOU,,422063.76,6647146.84,46.87,-0.65,4.5,"ASSEZ SURE"
120001,1876/12/19,"5 h 6 min","VALLEE DU LOT (ST-GENIEZ-D'OLT)",QUERCY-ROUERGUE,,697343.68,6363070.88,44.37,2.97,4.5,"ASSEZ SURE"
60062,1876/12/21,"17 h","COTE D'AZUR (CANNES)","ALPES MARITIMES",,1033693.24,6286618.48,43.60,7.13,4,ARBITRAIRE
850059,1877/03/14,"16 h","BOCAGE VENDEEN (MONTAIGU)","PAYS NANTAIS ET VENDEEN",,372053.81,6662645.88,46.98,-1.32,4.5,INCERTAINE
440033,1877/04/04,"18 h","ESTUAIRE DE LA LOIRE (PAIMBOEUF)","PAYS NANTAIS ET VENDEEN",,324711.02,6696957.30,47.27,-1.97,5,"INFORMATION ISOLÉE"
440079,1877/07/12,"4 h","PAYS DE NANTES (NANTES)","PAYS NANTAIS ET VENDEEN",,353427.62,6691509.15,47.23,-1.58,3.5,INCERTAINE
1150025,1877/08/21,"1 h 30 min",JERSEY,"ILES ANGLO-NORMANDES",,326365.51,6878736.53,48.90,-2.10,5,INCERTAINE
420002,1877/09/12,"6 h 50 min","BOIS NOIRS (ST-ROMAIN-D'URFE)",FOREZ-LYONNAIS,,763375.42,6528144.04,45.85,3.82,6,"ASSEZ SURE"
740035,1877/10/08,"5 h 12 min","FAUCIGNY (LA ROCHE-SUR-FORON)","ALPES SAVOYARDES",,956300.30,6557260.75,46.07,6.32,7,"ASSEZ SURE"
690024,1878/01/27,"19 h 45 min","LYONNAIS (LYON)",FOREZ-LYONNAIS,,843770.88,6520246.40,45.77,4.85,3.5,"INFORMATION ISOLÉE"
1150017,1878/01/28,"11 h 53 min","MANCHE (E.N-E. CHERBOURG)",NORMANDIE,,429000.20,6978821.49,49.85,-0.77,5.5,ARBITRAIRE
670065,1878/03/29,"11 h","PLAINE DE BASSE-ALSACE (STRASBOURG)",ALSACE,,1052595.78,6842140.90,48.58,7.78,4,"ASSEZ SURE"
560016,1878/05/14,"5 h 55 min","PAYS DE PONTIVY (E. PLOUAY)",BRETAGNE,,235019.08,6777578.10,47.93,-3.23,5,"ASSEZ SURE"
380035,1878/06/24,"9 h 18 min","BAS-PLATEAUX DAUPHINOIS (MORAS-EN-VALLOIRE)",DAUPHINE,,856738.09,6468722.28,45.30,5.00,6,"ASSEZ SURE"
690025,1878/06/24,"9 h 12 min","MONTS DU LYONNAIS (L'ARBRESLE ?)",FOREZ-LYONNAIS,,825337.23,6534651.94,45.90,4.62,6,INCERTAINE
850013,1878/08/22,"1 h 22 min","BOCAGE VENDEEN (BEAUFOU)","PAYS NANTAIS ET VENDEEN",,354548.74,6645087.89,46.82,-1.53,4,"ASSEZ SURE"
30005,1879/03/27,,"COMBRAILLE (MONTMARAULT)",BOURBONNAIS,,703849.72,6575939.52,46.28,3.05,5,INCERTAINE
380120,1879/09/09,"7 h 35 min","PLATEAU DE CREMIEU (CREMIEU)",DAUPHINE,PRECURSEUR,869771.77,6517207.62,45.73,5.18,3,"INFORMATION ISOLÉE"
690013,1879/09/09,"7 h 50 min","PLATEAU DE CREMIEU (CREMIEU)",DAUPHINE,,873658.64,6517316.35,45.73,5.23,6,INCERTAINE
740038,1879/09/27,"4 h","AVANT-PAYS SAVOYARD (ANNECY)","ALPES SAVOYARDES","GROUPE DE SECOUSSES D UN ESSAIM",942874.79,6538188.25,45.90,6.13,3.5,"INFORMATION ISOLÉE"
740040,1879/12/30,"12 h 27 min","CHABLAIS (ST-JEAN-D'AULPS)","ALPES SAVOYARDES",,981357.39,6573187.98,46.20,6.65,7,"ASSEZ SURE"
740042,1879/12/30,"20 h 10 min","CHABLAIS (ST-JEAN-D'AULPS)","ALPES SAVOYARDES",REPLIQUE,987276.37,6556788.50,46.05,6.72,5.5,ARBITRAIRE
40175,1880/01/16,"23 h 55 min","MOYENNE-DURANCE (MANOSQUE)","ALPES PROVENCALES",,923846.98,6307759.07,43.83,5.78,4.5,"INFORMATION ISOLÉE"
640265,1880/01/27,"18 h 7 min","PAYS BASQUE (BAIGORRY)","PYRENEES OCCIDENTALES",,346281.80,6241312.83,43.18,-1.35,5,"INFORMATION ISOLÉE"
860015,1880/03/22,"18 h 5 min","CHATELLERAUDAIS (CHATELLERAULT)",POITOU,,502828.36,6630990.20,46.75,0.42,5,"ASSEZ SURE"
850064,1880/04/17,"21 h","BOCAGE VENDEEN (MENOMBLET)","PAYS NANTAIS ET VENDEEN",,416294.23,6632591.60,46.73,-0.72,4,"INFORMATION ISOLÉE"
490107,1880/09/03,,"CRAONNAIS ET SEGREEN (FREIGNE)",ANJOU,,390514.27,6724694.57,47.55,-1.12,4,"INFORMATION ISOLÉE"
520035,1880/10/10,"18 h 45 min","PLATEAU DE HAUTE-SAONE (GENEVRIERES)",CHAMPAGNE,,894908.31,6738350.97,47.72,5.60,4,"ASSEZ SURE"
210037,1880/10/15,"18 h 45 min","PLAINE DE HAUTE-BOURGOGNE (LAMARCHE / SAONE)",BOURGOGNE,,880179.74,6687870.14,47.27,5.38,5,INCERTAINE
630049,1881/03/01,"22 h 10 min","LIVRADOIS (ST-DIER-D'AUVERGNE ?))",AUVERGNE,,741525.92,6507597.25,45.67,3.53,4,ARBITRAIRE
540011,1881/03/19,"10 h","VALLEE DE LA MEURTHE (LUNEVILLE ?)",LORRAINE,,950541.94,6840558.54,48.62,6.40,4,ARBITRAIRE
140030,1881/06,,"PAYS D'AUGE (ST-PIERRE-SUR-DIVES)",NORMANDIE,,478171.36,6883901.53,49.02,-0.03,4,"INFORMATION ISOLÉE"
210019,1881/07/04,"17 h 38 min 30 sec","AUXOIS (BLAISY-HAUT)",BOURGOGNE,,832062.92,6697722.45,47.37,4.75,6,"ASSEZ SURE"
730120,1881/07/22,"0 h 5 min",BELLEDONNE-PELVOUX,"ALPES SAVOYARDES",PRECURSEUR,951114.07,6462571.38,45.22,6.20,5.5,INCERTAINE
730122,1881/07/22,"2 h 45 min",BELLEDONNE-PELVOUX,"ALPES SAVOYARDES",,955883.37,6473881.87,45.32,6.27,7,"ASSEZ SURE"
730127,1881/08/05,"0 h 30 min",BELLEDONNE-PELVOUX,"ALPES SAVOYARDES",REPLIQUE,951114.07,6462571.38,45.22,6.20,6,"ASSEZ SURE"
490110,1882/01/25,"7 h 40 min","VALLEE DE LA LOIRE (BRISSAC-QUINCE ?)",ANJOU,,439870.63,6705645.43,47.40,-0.45,4.5,ARBITRAIRE
800007,1882/02/17,"22 h 45 min","PONTHIEU ET VIMEU (ST-BLIMONT)",PICARDIE,PRECURSEUR,596188.51,7002998.03,50.12,1.55,3.5,INCERTAINE
800008,1882/02/18,"4 h","PONTHIEU ET VIMEU (ST-BLIMONT)",PICARDIE,,596188.51,7002998.03,50.12,1.55,4,INCERTAINE
640574,1882/03,"9 h 30 min","PAYS BASQUE (LOUHOSSOA)","PYRENEES OCCIDENTALES",,343045.78,6256337.70,43.32,-1.40,4.5,INCERTAINE
730187,1882/05/11,"23 h 30 min","TARENTAISE (MOUTIERS)","ALPES SAVOYARDES",,975930.38,6493271.86,45.48,6.53,5,INCERTAINE
170060,1882/07/26,"15 h 38 min","SAINTONGE (SAINTES)",CHARENTES,,417627.86,6523208.84,45.75,-0.63,6,INCERTAINE
210021,1882/08/14,"4 h 13 min","COTE DIJONNAISE (NUITS-SAINT-GEORGES)",BOURGOGNE,,842741.12,6672042.73,47.13,4.88,4.5,"ASSEZ SURE"
880021,1882/09/13,"0 h 40 min","VOSGES COMTOISES (LE VAL-D'AJOL)",VOSGES,,957460.40,6766693.00,47.95,6.45,5,"ASSEZ SURE"
740051,1882/10/12,"2 h","AVANT-PAYS SAVOYARD (MASSONGY)","ALPES SAVOYARDES",,960180.41,6587065.81,46.33,6.38,3,"ASSEZ SURE"
730140,1882/12/10,"17 h 40 min",BELLEDONNE-PELVOUX,"ALPES SAVOYARDES",,951114.07,6462571.38,45.22,6.20,5,INCERTAINE
760046,1882/12/31,"18 h 30 min","PONTHIEU ET VIMEU (AULT)",PICARDIE,,590114.98,6997544.49,50.07,1.47,5,"ASSEZ SURE"
530004,1883/03/08,"15 h","MAYENNAIS (ST-DENIS-DE-GASTINES)",MAINE,,414878.11,6812473.25,48.35,-0.85,5,"INFORMATION ISOLÉE"
790013,1883/08/09,"3 h","MELLOIS (BRIOUX-SUR-BOUTONNE ?)",POITOU,,451875.27,6568036.93,46.17,-0.22,5,ARBITRAIRE
420004,1883/08/14,"10 h","PLAINE DU FOREZ (FEURS)",FOREZ-LYONNAIS,,795794.29,6523011.91,45.80,4.23,5,INCERTAINE
250011,1883/09/07,"23 h 30 min","JURA (SANCEY-LE-GRAND)",FRANCHE-COMTE,,970679.81,6694996.21,47.30,6.58,5,"INFORMATION ISOLÉE"
590011,1883/12/30,"6 h 45 min","DOUAISIS (DOUAI)",FLANDRE-ARTOIS,,705937.11,7029890.02,50.37,3.08,4.5,"INFORMATION ISOLÉE"
650189,1883/12/30,"4 h 30 min","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,447062.16,6216149.41,43.00,-0.10,5,"INFORMATION ISOLÉE"
440081,1884/02/04,,"PAYS NANTAIS (SAVENAY)","PAYS NANTAIS ET VENDEEN",,327920.05,6707885.96,47.37,-1.93,5,INCERTAINE
680053,1884/03/26,"3 h 30 min","PLAINE DE HAUTE-ALSACE (BLODELSHEIM)",ALSACE,,1038652.27,6763383.77,47.88,7.53,4.5,"INFORMATION ISOLÉE"
680054,1884/04/14,"23 h 35 min","PLAINE DE HAUTE-ALSACE (GUEBWILLER)",ALSACE,,1015866.74,6769536.82,47.95,7.23,4,"ASSEZ SURE"
650192,1884/04/20,"3 h 22 min","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,459641.32,6224939.70,43.08,0.05,4,INCERTAINE
350048,1884/08/28,"14 h 45 min","PATS MALOUIN (LANHELIN)",BRETAGNE,,345501.81,6831119.53,48.48,-1.80,4,INCERTAINE
50019,1884/11/23,"16 h 15 min","QUEYRAS (GUILLESTRE)","ALPES DAUPHINOISES",PRECURSEUR,993098.50,6405114.89,44.68,6.70,5,INCERTAINE
50025,1884/11/27,"22 h 57 min","QUEYRAS (GUILLESTRE)","ALPES DAUPHINOISES",,989944.31,6416087.18,44.78,6.67,7,SURE
140020,1885/02/01,"16 h 35 min","PLAINE DE CAEN (CHEUX)",NORMANDIE,"GROUPE DE SECOUSSES D UN ESSAIM",441160.71,6902142.62,49.17,-0.55,5.5,"ASSEZ SURE"
170062,1885/02/06,"18 h 30 min","SAINTONGE (S. ST-JEAN-D'ANGELY)",CHARENTES,,424682.12,6535857.10,45.87,-0.55,5,"ASSEZ SURE"
650193,1885/03/23,"23 h 30 min","BIGORRE (LOURDES)","PYRENEES CENTRALES",,451569.12,6227100.97,43.10,-0.05,3.5,ARBITRAIRE
490052,1885/04/05,"5 h","BOCAGE VENDEEN (BRESSUIRE ?)",POITOU,,451082.64,6642169.33,46.83,-0.27,5,ARBITRAIRE
1130041,1885/05/02,"2 h 50 min","MEDITERRANEE (S. MONACO)","ALPES MARITIMES",,1055715.95,6302651.67,43.73,7.42,4,INCERTAINE
830004,1885/05/04,"7 h 5 min","BASSE-PROVENCE (LES ARCS)",PROVENCE,,952322.98,6266191.16,43.45,6.12,5,INCERTAINE
450005,1885/08/16,"19 h 23 min","BEAUCE (BRICY)","ORLEANAIS-BLESOIS-PAYS CHARTRAIN",,610507.94,6767303.71,48.00,1.80,5,INCERTAINE
630103,1885/11/10,"14 h 6 min","COMBRAILLE (LAQUEUILLE)",AUVERGNE,,680522.88,6503786.05,45.63,2.75,5,INCERTAINE
